Group,x,y,t,s
F,-1.423078031,329.6668337,1,1
G,27.81945849,-69.30120612,1,1
H,-10.35521973,-13.27408628,0,1
I,15.50592237,29.01905486,1,1
F,-16.75049498,146.3367392,1,1
I,-19.31512265,29.34881325,0,0
H,18.86871186,346.9008012,0,1
F,5.530587744,104.3044374,1,0
H,0.493018284,432.2665803,0,1
H,-66.61999543,54.25513612,0,1
F,26.14778672,-45.91802137,1,0
F,-24.914464,472.2293208,1,1
F,36.65745972,-119.6984277,0,0
H,-22.20859763,94.91301425,0,0
I,-6.598455908,3.300643911,0,1
G,32.54166146,41.68882014,1,1
I,30.53396277,409.8114263,1,1
G,9.012334414,127.4957416,1,0
I,34.36615294,-98.20678545,1,0
H,-8.832467175,150.0742552,0,0
I,17.68934455,-196.0310686,0,1
G,27.61190927,-50.88446016,1,0
G,-3.153323041,71.88101338,0,0
H,-25.61856171,-33.7276187,0,1
I,-5.773570235,-182.1155813,1,0
H,-36.80295616,167.5750197,0,0
I,14.04904143,-112.7946981,1,0
H,10.41378541,276.7128227,0,0
I,-2.852648089,167.313584,0,0
F,8.009478601,135.0277411,1,1
H,55.11105168,788.6963138,0,0
G,7.292186575,95.62496516,1,0
H,-32.5144712,17.31052728,0,0
F,13.29454634,3.689349073,1,0
F,47.99616907,-126.7205125,1,1
H,0.070401059,266.856238,0,1
G,-7.101249283,145.0298023,1,0
H,-0.338580904,298.1161925,0,0
F,-40.10484155,472.670579,1,0
G,19.38395078,61.52508108,1,0
H,-35.20676442,-73.15740518,0,1
G,4.369563599,-11.30616411,1,0
G,6.230977141,63.87584908,1,1
H,59.07419373,855.0850852,0,1
H,-2.025250368,190.4647606,0,1
G,14.80282045,369.099939,1,0
G,12.68841584,-43.8691346,1,0
G,30.78878711,-169.7721851,1,1
I,-11.37841113,140.942161,1,0
G,12.82322692,86.39681219,1,0
H,-62.03665753,-245.4467681,0,1
G,-6.096538635,173.1381502,1,1
G,5.6004381,16.96624341,1,1
F,4.2527809,74.30741216,0,0
I,0.463338077,-11.85591644,0,0
F,25.03973393,-1.306088574,1,1
F,48.16079306,-69.77793298,1,1
G,-13.12762344,261.554609,1,1
F,-14.63328271,241.7664129,1,0
I,-24.05815712,7.800971126,1,1
I,24.11147593,184.7314442,1,1
F,1.833229435,219.9233232,1,1
F,17.99574744,123.3759959,1,0
H,-6.8662906,57.12937639,0,0
I,56.82749604,94.46313235,0,0
F,19.12243452,193.3038582,1,1
F,-3.215257097,226.5556722,1,0
H,-31.91176102,97.7858002,0,1
I,-22.762952,118.6791175,1,1
H,11.81057198,317.9456195,0,0
G,9.713710645,141.8850467,1,0
G,-10.70464228,309.6821941,1,0
H,-29.01660495,-9.130942089,0,1
H,19.86573691,556.573518,0,0
G,-2.703109103,280.8935062,1,1
I,-13.16104127,30.57550471,1,1
F,6.337186804,250.5929252,1,1
I,36.81024637,8.616120849,1,1
F,4.359495254,36.10571903,0,0
F,2.522372635,355.8518384,1,0
I,34.91245474,-72.69248955,0,0
I,18.39190631,-39.99109006,1,0
H,-61.66118892,-196.9513346,0,0
I,-9.194572733,-125.7303801,1,1
F,41.19454071,-19.2413265,1,0
I,-7.298113227,-116.1144973,1,1
H,-76.009782,-285.5795434,0,0
H,33.17483244,361.0560031,0,1
F,10.30544968,-179.4387407,1,0
F,8.500395035,157.3254651,1,0
I,-25.20654815,-100.6050079,1,1
I,4.174002373,-108.1968761,1,1
H,4.234103263,427.3286601,0,1
F,25.50420629,61.77789604,1,0
H,19.3369411,420.071408,0,1
I,9.791865586,13.83446613,0,0
F,22.29698475,363.5172451,1,0
G,-11.4215935,325.2909303,1,1
F,31.44496938,-128.2826313,1,0
I,4.420006986,0.860658835,1,1
H,17.14483948,339.0415316,0,1
I,-9.392450692,86.47712714,1,1
H,-21.83127882,205.313651,0,1
H,-45.13743625,-118.7219604,0,1
H,-25.42564161,95.73845596,1,1
H,15.72283857,311.5765446,0,0
F,24.69005767,-233.1848325,1,1
H,-8.368318104,537.3328078,0,0
I,40.73878441,40.5109752,1,0
G,5.95539204,130.9234709,1,1
G,-40.6664162,401.4181063,1,1
I,34.42133808,29.29590019,1,1
F,36.45498937,-49.26072927,1,1
G,29.45870554,-121.3526316,1,0
F,-27.20205844,434.933677,1,1
F,1.701380082,78.17554249,1,0
H,21.92390126,588.3916451,0,1
H,-13.26049856,382.8738663,0,1
H,-13.57173423,215.957342,0,1
I,-10.82860321,31.38256422,1,0
I,1.684003261,46.0501402,1,1
H,6.854894197,67.8228397,0,1
H,18.25147283,523.8328552,0,1
G,11.06054026,146.5362837,1,0
G,18.33590535,78.12254129,1,1
H,-39.29432683,101.5057615,0,0
H,-12.41190174,326.2185,0,0
G,-38.29208951,735.9923694,1,1
F,53.28551495,-55.59134052,1,0
F,32.47272369,-92.92270693,1,0
G,4.514677657,24.45116321,1,1
G,4.041921594,88.54148939,1,1
H,-36.09454537,-20.97765576,0,0
I,-8.844488508,-59.36818278,1,1
F,24.0109968,-297.8152501,1,0
G,-61.1558769,601.5570922,1,1
H,-33.3845694,-64.11202538,1,1
H,-36.80538559,13.97924229,0,1
G,21.69265155,-45.11143118,0,0
I,21.2299468,5.012637646,0,0
F,13.81919342,149.1667741,1,1
I,-22.68100243,-148.9848585,1,1
I,-0.906009309,-82.07945417,1,0
H,9.92136101,466.7263972,0,1
F,-35.89606532,378.1340581,1,1
G,-4.450134262,198.2561924,0,0
F,3.38638479,157.1090251,1,1
I,11.39340892,-32.37031489,0,0
H,-53.40002605,-134.9094762,0,0
H,-12.71414537,267.3899091,0,0
I,19.01288043,149.9606212,1,1
I,14.05879398,26.62016423,0,0
I,18.05869656,-82.66179436,1,1
H,-11.577444,-14.65727773,0,1
H,-52.33340987,-164.0959166,0,1
G,-7.729444157,300.6073493,1,1
F,17.88025462,-151.9072,1,0
G,-1.005411291,-1.921289118,1,0
G,4.744117122,-31.05232257,1,0
H,-0.480885432,-70.36710396,0,0
H,-7.325684406,398.7146936,0,1
G,-12.00036765,106.3488344,1,0
G,-46.87917961,335.7403488,1,0
H,-9.984555786,17.18225096,0,1
H,-49.81071106,17.28264839,0,1
H,22.53688922,487.0131449,0,1
F,4.828976018,77.91329023,1,0
G,-23.62377486,245.2417478,1,0
F,12.28751976,22.85806586,1,0
I,-4.25310778,-126.5663239,0,0
G,-10.07953716,216.862172,1,0
G,6.865757681,9.343159035,1,1
I,18.43671623,-228.432029,0,0
F,41.63703879,-258.8755265,1,0
H,-3.009984931,275.7579371,0,0
H,-23.60632264,103.6051628,0,1
F,-4.678092581,211.8621346,1,0
I,5.298803212,160.4723289,1,1
I,-29.75117801,-77.08672856,0,1
I,8.971547004,-48.71122426,1,0
G,9.907124367,176.0660266,1,0
I,45.07316808,319.4789872,1,1
F,-35.86560264,725.2551077,1,1
F,58.6495415,-104.7495169,1,0
G,-15.11423708,456.9190011,1,0
F,25.41266828,-119.6243936,0,0
F,1.157056138,0.511590007,1,0
I,0.550420334,180.3212859,0,1
I,10.4084242,-161.3107725,1,1
F,-8.933160337,221.2948039,1,1
F,14.98075637,-33.93969046,1,1
H,-20.88903289,38.73589631,0,1
I,-23.77655463,-6.601777782,0,0
F,31.13534148,53.7475005,1,1
H,-16.10457882,276.6814942,0,0
I,3.658839658,5.638587907,0,0
H,-45.2988646,-210.9457238,0,1
F,70.60830861,-478.3829737,1,1
F,12.10702684,224.3015261,1,1
H,-23.18948746,13.92838916,0,0
F,5.373850992,129.7801976,1,1
H,4.605732746,487.0584185,0,1
H,34.84092293,397.0539249,0,1
H,-12.94035246,67.28855337,0,1
H,-52.23124594,-34.6892949,0,1
F,32.37799972,-30.59096295,1,1
G,24.24209201,90.09470749,1,0
G,19.21170036,108.1399837,0,0
G,-7.393608316,-153.9082534,1,1
G,29.29649248,32.98935861,1,1
H,-53.08720205,-65.65991139,0,1
H,-54.24050091,-146.9028022,0,1
I,27.2434086,-64.49309275,1,1
H,-4.148238047,351.8720325,0,0
G,31.74130537,-89.97596934,1,0
G,23.01408569,228.8519977,1,0
H,24.14579981,630.5988509,0,1
F,11.41089887,143.0445088,1,0
G,-11.42883312,313.347489,1,0
F,50.18902411,-151.2033141,1,0
H,-46.77896412,176.3192405,0,0
I,7.264538506,26.83689552,1,1
I,-4.869065223,-196.3976882,1,0
I,1.182176171,299.8745645,1,1
G,-14.13822708,353.9020331,1,0
G,7.556255452,173.6886267,0,1
H,-38.93318094,98.52670522,0,1
F,-21.70399395,276.3427382,1,0
F,-10.45008208,120.1063926,1,1
I,4.590241414,-68.64413146,0,0
I,7.615483529,-165.4501681,0,0
G,5.063152733,-70.52697658,1,0
I,0.866372684,-28.25147205,0,0
F,17.18531873,162.0412815,1,1
I,-38.82456991,87.74142464,1,0
F,4.315323479,178.4463912,1,1
H,-20.01449697,6.679067362,0,0
H,-24.69006994,219.2965451,0,1
I,-8.90382984,-161.752068,1,1
G,0.010553598,347.3474597,1,1
H,-27.18067464,-43.40792269,0,1
F,37.04008836,11.44166519,1,1
F,-15.49054519,155.6359296,1,0
H,21.79477399,520.0092858,0,0
F,63.55024998,-375.6743937,1,0
I,51.37181087,55.34827976,0,0
F,34.79041385,-34.91775923,1,0
H,-64.64660818,47.71253289,0,0
H,-33.51050489,239.9482236,0,1
F,-17.5674052,453.7769375,1,0
H,1.58924572,510.2370749,0,1
G,-37.44020853,538.135444,0,1
G,11.0332458,203.1468059,1,0
H,-14.32981917,254.8863826,0,1
F,37.00358193,-269.2622777,1,0
H,-16.26758432,69.71981255,0,1
F,15.96044737,32.49376091,1,0
I,-41.08693728,200.4113282,1,1
G,13.40048838,142.0618913,1,0
F,22.02447001,-24.12227547,1,0
I,9.336896088,55.11498255,1,1
I,17.55236977,-179.4681824,1,1
H,-14.40686307,129.9527403,0,1
I,19.34191081,-10.27743203,1,0
I,-3.988316898,87.16622205,1,1
F,-26.3874591,512.4305257,1,1
F,43.651596,-368.4141799,1,1
I,-15.48256521,98.17940475,1,1
I,-25.53521522,-259.5104122,1,0
I,-6.512071428,157.9126086,0,0
F,11.24906319,31.30515572,1,1
I,31.09187538,100.2124109,0,0
H,-2.21236576,545.0275394,0,1
I,13.49326082,52.24986965,1,1
F,27.0998822,257.6209559,1,1
G,-34.60947659,684.1567199,1,0
H,-22.14159922,103.9837649,0,0
H,-6.354716091,296.6422354,0,1
F,31.99874968,-36.93300559,1,0
I,41.53626736,124.5572104,0,0
F,30.08453838,29.03032836,1,0
F,-15.41316663,276.0822281,1,1
H,23.11185421,656.2953178,0,1
I,-2.655670135,-62.31028297,1,1
G,-3.856695801,306.9602684,1,0
F,33.73864239,0.330473475,0,1
I,1.759488945,109.8784425,1,1
G,28.09294973,-352.5836997,1,1
G,-9.620423834,261.3986817,1,0
F,12.27042947,-13.67735662,1,1
I,1.789940732,59.64892531,1,1
H,-5.722228238,172.121014,0,1
G,42.51371189,-107.4910879,1,1
F,22.59744552,93.3792309,1,1
F,15.58750171,-79.70316438,1,0
G,-29.21593701,495.1027937,1,1
F,39.58135462,-218.0803027,1,0
G,22.00588311,74.31954046,1,1
I,-13.95770559,95.92118998,1,0
I,-6.725127371,-46.9205079,0,1
F,13.93492843,231.5952305,1,1
G,-2.930647303,319.5201825,1,0
H,-35.57642688,-64.08416277,0,0
H,-46.09334318,39.06823851,0,1
F,34.86120711,-138.3886915,1,0
G,17.89399914,101.3966055,1,0
H,-32.44540875,60.01810259,0,0
I,-19.65886077,82.06205569,1,1
I,-6.305627767,-200.4675445,1,0
F,31.16237385,-251.8661936,1,1
G,-19.01953022,318.5027944,1,1
G,8.932162699,-55.20156046,1,0
H,-22.96497324,301.3870925,0,0
G,-21.42319064,155.998461,1,0
G,13.97305871,49.10285512,0,1
F,2.694783426,155.9548545,1,1
H,-26.7914727,111.421658,0,1
F,5.978811848,267.7264064,1,1
F,21.43140595,144.8170502,1,0
H,-17.90661701,214.2274742,0,1
F,37.75267653,-195.1228597,1,1
I,-0.248668542,-34.43736591,1,1
F,-5.560367507,311.1306889,1,0
H,-33.67688961,425.0444859,0,1
I,36.70426478,71.50284112,0,0
H,34.50891725,471.2093324,0,1
H,-34.52261802,160.5526786,0,1
G,-16.72425985,536.1572374,1,0
F,-5.837149173,336.71314,1,1
G,18.72926907,96.18476947,1,0
G,20.9807781,161.9379835,1,1
G,20.45707212,59.903899,1,1
G,11.12412457,0.805681328,1,0
H,-57.34949213,-95.79186836,0,0
H,-11.77399487,544.3294422,0,1
I,39.89411256,-16.21725033,0,0
H,-11.14190054,252.0109543,0,0
I,-11.00580883,207.9383901,1,1
I,32.99483095,89.10795271,1,1
I,-6.284675207,23.84275349,1,1
F,26.12988882,16.23293577,1,1
F,-1.714249056,291.7153796,1,0
H,-1.809032774,224.246108,0,0
H,18.1726054,635.7215873,0,1
F,38.65301852,-125.93768,1,1
I,-18.22235575,139.1072722,1,0
H,-45.8456926,-20.92364844,0,0
I,-17.85706193,9.507157389,0,1
G,-8.669557692,281.474932,1,1
I,6.576616625,-111.6602634,1,0
G,-3.816526292,352.4225064,1,0
G,26.44280161,115.1593155,1,0
F,8.411303335,195.5594883,1,1
I,13.62625493,-101.0275449,0,1
F,-25.60298042,748.020406,1,1
G,-25.58006514,551.4187965,1,0
F,21.12665618,138.5301575,1,1
G,32.38106142,-209.617833,1,0
I,-13.05156537,-195.8964332,1,1
F,11.44813082,-2.002864002,1,1
I,15.13114896,168.7436476,1,1
H,7.542137115,471.1068182,0,1
G,7.34027136,70.98547063,1,1
F,15.3162776,-19.39001227,1,1
I,4.358640564,-39.6279624,0,0
F,20.0490843,71.22373019,1,0
I,-22.94621594,-54.10352078,0,0
I,30.89212449,-15.10927749,1,1
H,-50.4290955,282.0736466,0,0
H,-32.99818605,41.31579396,0,0
F,-4.090179593,246.1164417,1,0
H,-22.14188931,318.7180844,0,0
F,30.24124403,-157.2403104,1,0
H,-64.18373151,-164.7496742,0,0
G,20.21617803,-16.29737487,1,1
G,-4.328915798,302.8158768,1,0
F,37.17840146,-177.5704904,1,0
G,-45.0343791,840.7569401,1,0
H,6.80887332,546.6560807,0,0
F,39.03557029,-314.1089014,1,1
F,-2.514517118,241.8287893,1,0
H,-2.588005798,136.4919663,0,0
F,-16.74356457,347.9548761,1,0
F,-28.82141383,472.1582888,1,1
I,-22.05130252,-9.111148601,1,1
I,-36.66782576,-144.2421503,0,0
G,8.459650221,-51.37574923,1,1
G,6.738912757,75.21385803,1,1
H,-32.53274687,-190.1166752,0,0
G,5.897762153,271.9237098,1,0
H,-55.76664585,-252.6874564,0,1
G,-16.05316139,274.2159236,1,0
I,31.35570387,-54.08484178,1,1
H,-46.07244984,231.3751582,0,0
H,-55.93376994,-170.6435198,0,0
H,-19.85997397,278.5874912,0,0
F,0.485384866,252.2394235,1,0
G,44.76910352,-309.922001,1,1
F,-8.484718302,162.8486953,1,1
H,3.975282461,321.4236505,0,1
G,-4.302592154,509.1023498,1,0
G,10.89729233,43.71610497,1,1
F,-11.38007363,429.8714779,1,1
G,5.968447907,196.2282876,1,0
H,-4.776391845,281.3094149,0,1
I,-5.214188484,-156.5662423,0,1
H,-8.550944583,473.6897062,0,1
G,-22.16520023,455.4987622,1,0
I,-0.844390636,-237.8936891,1,1
G,-15.41755873,389.2215299,1,1
G,14.38233336,201.3089793,1,1
F,13.94074769,15.55670349,1,1
F,30.2065881,-36.21511139,1,0
I,-14.85467196,27.44048461,1,0
H,-27.65838781,124.0602851,0,0
G,-25.67927367,432.1833885,1,0
G,-18.84370253,237.0268512,1,0
G,11.60724476,339.606644,1,1
G,27.02026155,23.75040271,1,0
I,7.158876849,70.30664938,0,0
I,7.304717276,120.8109526,0,1
F,-5.881874783,162.1215676,1,0
G,-33.96790179,365.2228806,1,1
F,16.46267522,197.8502586,1,0
G,38.07894233,-194.2626559,1,1
H,-11.14999721,186.8147942,0,1
F,22.85006259,-131.9520125,1,1
H,-35.35866137,281.9732021,0,1
H,-12.94862368,51.63537038,0,0
I,10.04134272,-122.123581,1,0
H,-13.79218834,-246.0419414,0,0
H,7.393010326,216.6165163,0,0
G,33.51005638,-78.29725342,1,0
I,-4.415533034,62.01840322,1,1
I,0.651484309,32.22443077,0,0
G,25.30034748,-28.54058867,1,1
I,13.1248126,-86.20741219,0,0
I,3.452129034,268.2476443,1,1
G,49.70973712,-387.8777596,1,0
H,40.56238726,524.633756,0,0
G,-24.69991495,525.5665613,1,1
G,30.6083488,-61.56939843,1,0
H,12.45258823,356.1847808,0,1
H,-1.147407906,285.5666823,0,1
G,5.743154298,166.0232406,1,0
I,41.40315226,3.564732325,1,0
G,-28.7030585,333.9626359,1,0
G,29.99309249,-210.9615897,1,1
I,-12.31119513,-44.10464217,0,0
I,-15.46827607,61.25099758,1,1
I,23.13762032,-41.15479787,0,1
I,20.48667594,33.59509434,0,0
F,28.54350398,-103.3600747,1,0
F,28.51075412,-340.3870222,1,0
I,14.67969544,-27.82899228,1,1
F,30.6472438,25.24488318,1,1
G,-1.086363035,278.4637982,1,0
F,14.14605884,74.73313992,1,1
G,9.804543492,176.8683799,1,1
H,-1.80328992,66.17541189,0,1
F,4.940664279,75.56378348,1,1
I,7.492653413,-172.2708903,1,0
I,28.14213835,324.4535819,1,1
I,-34.33762899,-56.93719149,1,1
I,-18.61483599,53.78438846,0,0
F,5.501258821,118.4243339,1,1
I,0.288255079,-173.708247,0,0
G,2.029492827,52.74821471,1,0
G,-47.65063609,607.4487828,0,1
H,-3.257630265,388.742924,0,1
I,28.5721308,-39.24540766,1,0
H,0.950435256,316.1212565,0,1
F,6.853182201,42.7443279,1,1
I,3.830677757,25.09001736,1,1
I,-11.75082517,-119.6310165,1,1
H,-9.003362679,166.6293912,0,1
H,-22.91045396,81.24312718,0,1
H,2.17718168,453.0168811,0,0
I,-0.260808854,-80.03317812,1,1
F,-10.16533797,370.6826541,1,0
I,-9.437562499,196.9809716,1,1
H,-8.837541127,257.4927675,0,1
I,10.60776915,204.9252295,1,1
F,25.19808411,-10.82455837,1,1
I,19.07913675,-33.41188999,1,1
G,-16.19299167,515.3086104,1,0
I,14.44677848,67.22958029,1,0
H,6.652108047,211.8854517,0,0
I,-0.50357617,97.48459848,1,1
I,-8.238019648,-141.486097,1,1
H,-69.92605374,77.22449103,0,1
G,30.91682897,10.48306077,1,0
H,14.32844331,483.6564679,0,0
H,-35.40679819,138.8882545,0,1
H,1.73176498,183.176432,0,1
G,29.45504389,46.65623884,1,1
H,-37.5280135,154.5763916,0,0
G,-23.01365927,291.9316762,0,1
G,4.523002418,90.26962292,1,1
F,33.39811195,10.28084965,1,0
I,-18.08147832,-231.4064034,1,1
F,-3.307314765,6.026989897,1,0
I,42.27476073,-266.5286367,1,1
F,-1.310541006,198.0842421,1,1
G,8.359098555,200.748775,1,0
I,13.26838743,-96.80302656,1,1
G,14.34606415,75.55304479,1,0
G,8.036068892,184.8581235,1,0
H,-4.8433404,297.701446,0,0
G,6.872731104,308.190589,1,0
F,-0.088142938,232.6608012,1,0
I,-10.18061963,109.088163,1,0
H,-72.12836205,-269.1155126,0,1
G,1.952008298,316.531503,1,0
F,20.04248616,-43.22115221,0,0
G,-12.24673852,201.9209568,1,1
H,21.94542865,418.5103094,0,0
G,8.990455316,59.08786542,1,1
I,-25.65843507,85.95767504,0,0
G,37.88740486,19.06514456,1,0
F,15.42581532,44.61970525,1,0
H,-11.53871089,82.5231047,0,0
G,22.32978512,5.528519297,1,1
H,-21.9103169,92.17265722,0,0
F,19.59463466,122.7746722,1,1
G,42.41816139,-142.4320566,1,1
I,32.12128069,317.1709386,0,1
F,12.89950646,-31.1859881,1,1
G,25.17321773,254.5639573,1,0
H,-26.64450558,219.0847875,0,0
I,1.124431658,-46.47320771,1,0
F,-28.22240433,211.1470996,1,1
I,1.810010591,62.05559449,1,0
G,23.49777926,-6.265653896,1,0
G,11.98754114,138.241457,1,0
I,-5.317778908,-48.88229758,1,1
I,-8.899249594,-70.29966386,0,0
H,-32.07127469,-81.4407683,0,0
G,30.39378908,-13.15741541,1,1
F,14.38079424,-14.31256827,1,0
I,-15.61428161,-85.59957494,0,1
F,26.98639858,53.36059556,1,1
H,4.916999349,311.1631335,0,0
G,13.73287407,152.0942812,1,1
G,17.01650311,-201.1098906,1,0
I,-29.03059306,7.456413997,1,1
G,18.93924094,-39.09762838,0,1
I,30.76388662,192.3043002,1,1
G,1.664004254,46.90059552,1,0
F,45.44078681,47.7843366,1,1
F,-1.039700712,-38.81862926,1,1
G,17.68411541,44.35429326,1,1
G,25.38247365,-120.63213,1,1
I,22.98496499,182.1058878,1,1
I,-11.44160614,-127.0343182,0,0
H,1.30811732,151.3678977,0,0
F,32.39850899,-182.6501291,1,1
G,-8.976059283,335.8051039,1,0
G,28.86098955,102.0736479,1,1
I,18.34620855,116.0482335,1,0
G,37.41671611,-345.6340362,1,0
F,1.177602732,173.2056574,1,1
H,-52.2748707,-84.59272055,0,1
H,-12.06508579,243.0278656,0,1
F,-16.19374222,461.7689275,1,0
I,14.16410398,130.445424,0,1
F,6.693577715,-154.8772896,1,1
F,38.82443128,-177.8031236,1,0
H,30.59815278,478.6792728,0,0
F,28.48304707,110.1275006,1,0
H,32.44484661,584.7412443,0,0
H,-9.51828604,223.7582256,0,0
G,36.44945459,44.27525263,1,1
G,0.528534516,12.08871233,0,0
G,-9.584991548,300.9390315,1,1
I,30.08840247,-45.64498704,1,1
I,48.07589017,19.51362267,1,1
I,-29.76521363,136.2265842,1,1
G,-53.19579768,685.8404047,1,1
I,20.22526535,-2.887137691,0,1
G,12.57615338,254.6097601,1,0
F,14.65535464,28.43780957,1,0
H,-30.61534843,121.0327992,0,0
G,21.33616119,-38.229271,1,1
H,-4.629339497,338.5408915,0,1
I,-2.237525034,-44.0281476,1,1
G,-26.87417428,509.5312154,1,0
I,-19.26715671,142.5895338,0,1
H,47.88345637,539.8560195,0,0
F,7.358836419,99.85901694,1,0
F,-21.35036059,545.896964,1,0
H,-9.175330627,154.6026132,0,0
I,31.38403025,177.3602729,1,0
H,-52.01691769,-185.4230403,0,0
H,-51.08620879,-288.2707906,0,0
H,-73.48185358,2.409656169,0,1
F,26.01523846,-254.4745455,1,1
I,6.087447197,-82.66620471,0,0
H,40.70793675,322.9418471,0,0
F,28.18738904,-102.4716335,1,0
G,30.65324643,-9.623980285,1,0
F,25.30940221,-106.4939301,1,1
H,-45.4750742,-205.2567928,0,1
F,2.094809779,129.9291886,1,1
I,-18.92496344,-123.6098231,0,0
F,-8.936463547,531.6933693,1,0
F,-31.66765528,461.6365579,1,1
I,0.788301912,28.75481418,1,1
H,0.911595394,153.593629,0,0
H,-13.17524485,107.427065,0,1
F,28.02937224,-58.06681455,1,1
F,-15.23678611,187.7715256,1,0
H,-20.82602962,555.7103178,0,1
H,7.921906204,129.2037059,0,0
G,25.49444832,-159.9009084,1,1
I,27.30511647,188.5331705,0,0
I,-20.68549043,194.2916208,1,1
H,-6.137567168,504.1612242,0,1
H,-30.99044433,-234.0420818,0,0
F,14.58233518,22.99513791,1,1
G,-0.778918577,138.6250156,1,0
G,-21.82951818,586.5069699,1,1
F,45.14488275,-327.7659564,1,0
H,26.91210798,665.4275289,0,0
H,-51.65912442,33.91724014,0,1
G,-1.637246728,40.93961501,1,1
I,-1.434438366,131.8637825,1,1
F,9.606478545,18.42157106,1,0
H,26.23813346,374.7189422,0,1
I,32.04177886,226.1627102,0,0
F,32.45382994,-238.1889427,0,0
I,57.65006688,-150.9168055,1,1
F,56.20215337,-707.228996,1,1
G,9.678252982,95.98036644,1,0
F,6.61735583,84.53600794,1,1
H,4.124072843,584.1527482,0,1
G,10.72909241,223.9452409,1,0
F,12.82834751,-75.80240223,1,1
H,-42.27062233,-37.08707801,0,0
I,-36.61215599,24.94710102,0,0
H,32.0724462,457.784004,0,0
I,4.655406443,58.58313755,0,0
H,-34.39624932,10.00958505,0,0
F,4.522373059,400.8547831,1,0
G,-25.43265431,344.1084735,1,1
H,-4.956185262,-36.27268308,0,0
F,6.337761771,185.398235,1,1
H,20.27953748,549.800239,0,1
I,-15.11483853,60.5557009,1,0
I,11.42770819,151.4209955,1,0
H,-3.856717442,324.9155047,0,1
I,-15.37926783,26.5613596,1,1
I,14.43151527,115.0489052,1,1
F,3.092355735,88.24170815,1,1
F,46.24381097,-420.608535,1,0
H,-18.95581424,278.9499196,0,0
G,19.15862238,-132.15391,1,0
H,-28.34277822,206.2256229,0,1
G,12.41484387,83.16966812,1,0
F,-10.07616017,259.6382264,1,0
F,35.90055353,-63.54301404,1,1
H,-0.71412996,379.3268529,1,1
H,-14.00771349,-59.63753064,0,0
G,-11.41976409,413.2875756,1,1
G,-23.07786235,402.4633851,1,0
H,-41.95839711,-134.3841796,0,1
I,51.66405431,-47.10528542,1,1
G,16.99425603,165.5852243,1,1
F,12.16216045,260.5626647,1,0
F,77.34486964,-351.1002941,1,0
F,17.23637247,-82.72944626,1,0
F,19.10204787,66.82472337,1,0
I,27.73134194,276.8433713,0,1
G,-2.775454915,421.3382866,1,1
F,14.25188366,62.70773597,1,1
F,5.166504857,54.73635141,1,1
I,44.84733139,63.23399145,1,1
F,56.07232919,-269.8001061,1,0
I,2.894205308,-11.45694239,1,1
